CallerLibrary	CallerMethod	DeclaredCalleeMethod	DeclaredCalleeLibrary	ActualCalleeMethod	ActualCalleeLibrary	CalleeVisibility	ServiceBypass	Counts
"com.fasterxml.jackson.core:jackson-databind:2.12.3"	"com.fasterxml.jackson.databind.ObjectWriter::createGenerator(Ljava/io/OutputStream;Lcom/fasterxml/jackson/core/JsonEncoding;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/OutputStream;Lcom/fasterxml/jackson/core/JsonEncoding;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/OutputStream;Lcom/fasterxml/jackson/core/JsonEncoding;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.3"	"com.fasterxml.jackson.databind.ObjectWriter::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.3"	"com.fasterxml.jackson.databind.ObjectWriter::writeValueAsBytes(Ljava/lang/Object;)[B"	"com.fasterxml.jackson.core.JsonFactory::_getBufferRecycler()Lcom/fasterxml/jackson/core/util/BufferRecycler;"	"com.fasterxml.jackson.core"	"com.fasterxml.jackson.core.JsonFactory::_getBufferRecycler()Lcom/fasterxml/jackson/core/util/BufferRecycler;"	"com.fasterxml.jackson.core"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.3"	"com.fasterxml.jackson.databind.ObjectWriter::writeValueAsString(Ljava/lang/Object;)Ljava/lang/String;"	"com.fasterxml.jackson.core.JsonFactory::_getBufferRecycler()Lcom/fasterxml/jackson/core/util/BufferRecycler;"	"com.fasterxml.jackson.core"	"com.fasterxml.jackson.core.JsonFactory::_getBufferRecycler()Lcom/fasterxml/jackson/core/util/BufferRecycler;"	"com.fasterxml.jackson.core"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.3"	"com.fasterxml.jackson.databind.SerializationConfig::isEnabled(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;Lcom/fasterxml/jackson/core/JsonFactory;)Z"	"com.fasterxml.jackson.core.JsonFactory::isEnabled(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Z"	"com.fasterxml.jackson.core"	"com.fasterxml.jackson.core.JsonFactory::isEnabled(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Z"	"com.fasterxml.jackson.core"	"public"	"instantiation"	1
"com.googlecode.ez-vcard:ez-vcard:0.11.3"	"ezvcard.io.json.JCardRawReader::readNext(Lezvcard/io/json/JCardRawReader$JCardDataStreamListener;)V"	"com.fasterxml.jackson.core.JsonFactory::createParser(Ljava/io/Reader;)Lcom/fasterxml/jackson/core/JsonParser;"	"com.fasterxml.jackson.core:jackson-core:2.12.5"	"com.fasterxml.jackson.core.JsonFactory::createParser(Ljava/io/Reader;)Lcom/fasterxml/jackson/core/JsonParser;"	"com.fasterxml.jackson.core:jackson-core:2.12.5"	"public"	"instantiation"	1
"com.googlecode.ez-vcard:ez-vcard:0.11.3"	"ezvcard.io.json.JCardRawWriter::init()V"	"com.fasterxml.jackson.core.JsonFactory::configure(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;Z)Lcom/fasterxml/jackson/core/JsonFactory;"	"com.fasterxml.jackson.core:jackson-core:2.12.5"	"com.fasterxml.jackson.core.JsonFactory::configure(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;Z)Lcom/fasterxml/jackson/core/JsonFactory;"	"com.fasterxml.jackson.core:jackson-core:2.12.5"	"public"	"instantiation"	1
"com.googlecode.ez-vcard:ez-vcard:0.11.3"	"ezvcard.io.json.JCardRawWriter::init()V"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core:jackson-core:2.12.5"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core:jackson-core:2.12.5"	"public"	"instantiation"	1
"org.springframework:spring-web:5.1.10.RELEASE"	"org.springframework.http.converter.json.Jackson2ObjectMapperBuilder::configure(Lcom/fasterxml/jackson/databind/ObjectMapper;)V"	"com.fasterxml.jackson.databind.ObjectMapper::registerModules(Ljava/lang/Iterable;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"com.fasterxml.jackson.databind.ObjectMapper::registerModules(Ljava/lang/Iterable;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"public"	"instantiation"	1
"org.springframework:spring-web:5.1.10.RELEASE"	"org.springframework.http.converter.json.Jackson2ObjectMapperBuilder::configureFeature(Lcom/fasterxml/jackson/databind/ObjectMapper;Ljava/lang/Object;Z)V"	"com.fasterxml.jackson.databind.ObjectMapper::configure(Lcom/fasterxml/jackson/databind/DeserializationFeature;Z)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"com.fasterxml.jackson.databind.ObjectMapper::configure(Lcom/fasterxml/jackson/databind/DeserializationFeature;Z)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"public"	"instantiation"	1
"org.springframework:spring-web:5.1.10.RELEASE"	"org.springframework.http.converter.json.Jackson2ObjectMapperBuilder::configureFeature(Lcom/fasterxml/jackson/databind/ObjectMapper;Ljava/lang/Object;Z)V"	"com.fasterxml.jackson.databind.ObjectMapper::configure(Lcom/fasterxml/jackson/databind/MapperFeature;Z)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"com.fasterxml.jackson.databind.ObjectMapper::configure(Lcom/fasterxml/jackson/databind/MapperFeature;Z)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"public"	"instantiation"	1
"org.springframework.data:spring-data-redis:2.1.11.RELEASE"	"org.springframework.data.redis.serializer.GenericJackson2JsonRedisSerializer::GenericJackson2JsonRedisSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::enableDefaultTyping(Lcom/fasterxml/jackson/databind/ObjectMapper$DefaultTyping;Lcom/fasterxml/jackson/annotation/JsonTypeInfo$As;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"com.fasterxml.jackson.databind.ObjectMapper::enableDefaultTyping(Lcom/fasterxml/jackson/databind/ObjectMapper$DefaultTyping;Lcom/fasterxml/jackson/annotation/JsonTypeInfo$As;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"public"	"instantiation"	1
"org.springframework.data:spring-data-redis:2.1.11.RELEASE"	"org.springframework.data.redis.serializer.GenericJackson2JsonRedisSerializer::GenericJackson2JsonRedisSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::registerModule(Lcom/fasterxml/jackson/databind/Module;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"com.fasterxml.jackson.databind.ObjectMapper::registerModule(Lcom/fasterxml/jackson/databind/Module;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.9.9.3"	"public"	"instantiation"	1
"io.rest-assured:json-path:4.4.0"	"io.restassured.path.json.mapper.factory.DefaultJackson2ObjectMapperFactory::create(Ljava/lang/reflect/Type;Ljava/lang/String;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.databind.ObjectMapper::findAndRegisterModules()Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.1"	"com.fasterxml.jackson.databind.ObjectMapper::findAndRegisterModules()Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.1"	"public"	"instantiation"	1
"io.rest-assured:json-path:4.4.0"	"io.restassured.path.json.mapper.factory.DefaultYassonObjectMapperFactory::create(Ljava/lang/reflect/Type;Ljava/lang/String;)Ljavax/json/bind/Jsonb;"	"org.eclipse.yasson.JsonBindingProvider::create()Ljavax/json/bind/JsonbBuilder;"	"org.eclipse:yasson:1.0.6"	"org.eclipse.yasson.JsonBindingProvider::create()Ljavax/json/bind/JsonbBuilder;"	"org.eclipse:yasson:1.0.6"	"public"	"instantiation"	1
"io.springside:springside-utils:5.0.0-SNAPSHOT"	"org.springside.modules.utils.mapper.JsonMapper::buildCollectionType(Ljava/lang/Class;Ljava/lang/Class;)Lcom/fasterxml/jackson/databind/JavaType;"	"com.fasterxml.jackson.databind.ObjectMapper::getTypeFactory()Lcom/fasterxml/jackson/databind/type/TypeFactory;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"com.fasterxml.jackson.databind.ObjectMapper::getTypeFactory()Lcom/fasterxml/jackson/databind/type/TypeFactory;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"public"	"instantiation"	1
"io.springside:springside-utils:5.0.0-SNAPSHOT"	"org.springside.modules.utils.mapper.JsonMapper::fromJson(Ljava/lang/String;Lcom/fasterxml/jackson/databind/JavaType;)Ljava/lang/Object;"	"com.fasterxml.jackson.databind.ObjectMapper::readValue(Ljava/lang/String;Lcom/fasterxml/jackson/databind/JavaType;)Ljava/lang/Object;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"com.fasterxml.jackson.databind.ObjectMapper::readValue(Ljava/lang/String;Lcom/fasterxml/jackson/databind/JavaType;)Ljava/lang/Object;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"public"	"instantiation"	1
"io.springside:springside-utils:5.0.0-SNAPSHOT"	"org.springside.modules.utils.mapper.JsonMapper::fromJson(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;"	"com.fasterxml.jackson.databind.ObjectMapper::readValue(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"com.fasterxml.jackson.databind.ObjectMapper::readValue(Ljava/lang/String;Ljava/lang/Class;)Ljava/lang/Object;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"public"	"instantiation"	1
"io.springside:springside-utils:5.0.0-SNAPSHOT"	"org.springside.modules.utils.mapper.JsonMapper::JsonMapper(Lcom/fasterxml/jackson/annotation/JsonInclude$Include;)V"	"com.fasterxml.jackson.databind.ObjectMapper::disable(Lcom/fasterxml/jackson/databind/DeserializationFeature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"com.fasterxml.jackson.databind.ObjectMapper::disable(Lcom/fasterxml/jackson/databind/DeserializationFeature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"public"	"instantiation"	1
"io.springside:springside-utils:5.0.0-SNAPSHOT"	"org.springside.modules.utils.mapper.JsonMapper::JsonMapper(Lcom/fasterxml/jackson/annotation/JsonInclude$Include;)V"	"com.fasterxml.jackson.databind.ObjectMapper::setSerializationInclusion(Lcom/fasterxml/jackson/annotation/JsonInclude$Include;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"com.fasterxml.jackson.databind.ObjectMapper::setSerializationInclusion(Lcom/fasterxml/jackson/annotation/JsonInclude$Include;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"public"	"instantiation"	1
"io.springside:springside-utils:5.0.0-SNAPSHOT"	"org.springside.modules.utils.mapper.JsonMapper::toJson(Ljava/lang/Object;)Ljava/lang/String;"	"com.fasterxml.jackson.databind.ObjectMapper::writeValueAsString(Ljava/lang/Object;)Ljava/lang/String;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"com.fasterxml.jackson.databind.ObjectMapper::writeValueAsString(Ljava/lang/Object;)Ljava/lang/String;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"public"	"instantiation"	1
"io.springside:springside-utils:5.0.0-SNAPSHOT"	"org.springside.modules.utils.mapper.JsonMapper::update(Ljava/lang/String;Ljava/lang/Object;)V"	"com.fasterxml.jackson.databind.ObjectMapper::readerForUpdating(Ljava/lang/Object;)Lcom/fasterxml/jackson/databind/ObjectReader;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"com.fasterxml.jackson.databind.ObjectMapper::readerForUpdating(Ljava/lang/Object;)Lcom/fasterxml/jackson/databind/ObjectReader;"	"com.fasterxml.jackson.core:jackson-databind:2.8.6"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.4"	"com.fasterxml.jackson.databind.ObjectMapper::ObjectMapper(Lcom/fasterxml/jackson/core/JsonFactory;Lcom/fasterxml/jackson/databind/ser/DefaultSerializerProvider;Lcom/fasterxml/jackson/databind/deser/DefaultDeserializationContext;)V"	"com.fasterxml.jackson.core.JsonFactory::getCodec()Lcom/fasterxml/jackson/core/ObjectCodec;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"com.fasterxml.jackson.core.JsonFactory::getCodec()Lcom/fasterxml/jackson/core/ObjectCodec;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.4"	"com.fasterxml.jackson.databind.ObjectMapper::ObjectMapper(Lcom/fasterxml/jackson/core/JsonFactory;Lcom/fasterxml/jackson/databind/ser/DefaultSerializerProvider;Lcom/fasterxml/jackson/databind/deser/DefaultDeserializationContext;)V"	"com.fasterxml.jackson.core.JsonFactory::requiresPropertyOrdering()Z"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"com.fasterxml.jackson.core.JsonFactory::requiresPropertyOrdering()Z"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.4"	"com.fasterxml.jackson.databind.ObjectMapper::ObjectMapper(Lcom/fasterxml/jackson/core/JsonFactory;Lcom/fasterxml/jackson/databind/ser/DefaultSerializerProvider;Lcom/fasterxml/jackson/databind/deser/DefaultDeserializationContext;)V"	"com.fasterxml.jackson.core.JsonFactory::setCodec(Lcom/fasterxml/jackson/core/ObjectCodec;)Lcom/fasterxml/jackson/core/JsonFactory;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"com.fasterxml.jackson.core.JsonFactory::setCodec(Lcom/fasterxml/jackson/core/ObjectCodec;)Lcom/fasterxml/jackson/core/JsonFactory;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.4"	"com.fasterxml.jackson.databind.ObjectWriter::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"public"	"instantiation"	1
"com.fasterxml.jackson.core:jackson-databind:2.12.4"	"com.fasterxml.jackson.databind.ObjectWriter::writeValueAsString(Ljava/lang/Object;)Ljava/lang/String;"	"com.fasterxml.jackson.core.JsonFactory::_getBufferRecycler()Lcom/fasterxml/jackson/core/util/BufferRecycler;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"com.fasterxml.jackson.core.JsonFactory::_getBufferRecycler()Lcom/fasterxml/jackson/core/util/BufferRecycler;"	"com.fasterxml.jackson.core:jackson-core:2.12.4"	"public"	"instantiation"	1
"org.springframework.data:spring-data-elasticsearch:4.2.5"	"org.springframework.data.elasticsearch.core.document.DocumentAdapters$DocumentFieldAdapter::toJson()Ljava/lang/String;"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/OutputStream;Lcom/fasterxml/jackson/core/JsonEncoding;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core"	"com.fasterxml.jackson.core.JsonFactory::createGenerator(Ljava/io/OutputStream;Lcom/fasterxml/jackson/core/JsonEncoding;)Lcom/fasterxml/jackson/core/JsonGenerator;"	"com.fasterxml.jackson.core"	"public"	"instantiation"	1
"org.springframework.data:spring-data-elasticsearch:4.2.5"	"org.springframework.data.elasticsearch.core.index.MappingBuilder::addDynamicTemplatesMapping(Lorg/elasticsearch/common/xcontent/XContentBuilder;Lorg/springframework/data/elasticsearch/core/mapping/ElasticsearchPersistentEntity;)V"	"com.fasterxml.jackson.databind.ObjectMapper::readTree(Ljava/lang/String;)Lcom/fasterxml/jackson/databind/JsonNode;"	"com.fasterxml.jackson.databind"	"com.fasterxml.jackson.databind.ObjectMapper::readTree(Ljava/lang/String;)Lcom/fasterxml/jackson/databind/JsonNode;"	"com.fasterxml.jackson.databind"	"public"	"instantiation"	1
"org.springframework.data:spring-data-elasticsearch:4.2.5"	"org.springframework.data.elasticsearch.core.index.MappingBuilder::addDynamicTemplatesMapping(Lorg/elasticsearch/common/xcontent/XContentBuilder;Lorg/springframework/data/elasticsearch/core/mapping/ElasticsearchPersistentEntity;)V"	"com.fasterxml.jackson.databind.ObjectMapper::writeValueAsString(Ljava/lang/Object;)Ljava/lang/String;"	"com.fasterxml.jackson.databind"	"com.fasterxml.jackson.databind.ObjectMapper::writeValueAsString(Ljava/lang/Object;)Ljava/lang/String;"	"com.fasterxml.jackson.databind"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::serializeValue(Ljava/lang/Object;Ljava/io/Writer;)V"	"com.fasterxml.jackson.databind.ObjectMapper::writeValue(Ljava/io/Writer;Ljava/lang/Object;)V"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::writeValue(Ljava/io/Writer;Ljava/lang/Object;)V"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::configure(Lcom/fasterxml/jackson/databind/SerializationFeature;Z)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::configure(Lcom/fasterxml/jackson/databind/SerializationFeature;Z)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::disable([Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::disable([Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::disable(Lcom/fasterxml/jackson/databind/SerializationFeature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::disable(Lcom/fasterxml/jackson/databind/SerializationFeature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::enable([Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::enable([Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::getFactory()Lcom/fasterxml/jackson/core/JsonFactory;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::getFactory()Lcom/fasterxml/jackson/core/JsonFactory;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::registerModule(Lcom/fasterxml/jackson/databind/Module;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::registerModule(Lcom/fasterxml/jackson/databind/Module;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
"org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT"	"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer::StandardJavaScriptSerializer$JacksonStandardJavaScriptSerializer(Ljava/lang/String;)V"	"com.fasterxml.jackson.databind.ObjectMapper::setDateFormat(Ljava/text/DateFormat;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"com.fasterxml.jackson.databind.ObjectMapper::setDateFormat(Ljava/text/DateFormat;)Lcom/fasterxml/jackson/databind/ObjectMapper;"	"com.fasterxml.jackson.core:jackson-databind:2.11.3"	"public"	"instantiation"	1
